"id","data","target"
5,"[[274, 239, 7.762187480926514], [274, 239, 7.762187480926514], [278, 165, 9.962529182434082], [278, 165, 9.962529182434082], [278, 165, 9.962529182434082], [280, 141, 9.486932754516602], [280, 141, 9.486932754516602], [282, 119, 9.394247055053711], [282, 119, 9.394247055053711], [282, 119, 9.394247055053711]]",25
6,"[[274, 252, 7.615873336791992], [274, 252, 7.615873336791992], [274, 252, 7.615873336791992], [274, 252, 7.615873336791992], [275, 231, 9.013978004455566], [275, 231, 9.013978004455566], [275, 231, 9.013978004455566], [281, 168, 9.192488670349121], [281, 168, 9.192488670349121], [281, 168, 9.192488670349121]]",45
7,"[[276, 247, 7.905794143676758], [276, 247, 7.905794143676758], [276, 247, 7.905794143676758], [276, 224, 8.860122680664062], [276, 224, 8.860122680664062], [276, 224, 8.860122680664062], [278, 153, 8.860122680664062], [278, 153, 8.860122680664062], [279, 132, 9.486932754516602], [279, 132, 9.486932754516602]]",45
8,"[[276, 234, 9.823541641235352], [276, 234, 9.823541641235352], [277, 187, 9.34087085723877], [277, 187, 9.34087085723877], [277, 187, 9.34087085723877], [277, 187, 9.34087085723877], [277, 187, 9.34087085723877], [280, 145, 9.192488670349121], [280, 145, 9.192488670349121], [281, 127, 9.486932754516602]]",67
9,"[[235, 232, 7.905794143676758], [235, 232, 7.905794143676758], [235, 232, 7.905794143676758], [235, 232, 7.905794143676758], [235, 232, 7.905794143676758], [240, 186, 8.544103622436523], [240, 186, 8.544103622436523], [243, 165, 8.500100135803223], [243, 165, 8.500100135803223], [243, 165, 8.500100135803223]]",70
10,"[[243, 217, 9.962529182434082], [243, 217, 9.962529182434082], [245, 194, 9.823541641235352], [245, 194, 9.823541641235352], [245, 194, 9.823541641235352], [245, 194, 9.823541641235352], [245, 194, 9.823541641235352], [247, 152, 9.837140083312988], [247, 152, 9.837140083312988], [247, 152, 9.837140083312988]]",75
11,"[[256, 216, 9.192488670349121], [256, 216, 9.192488670349121], [256, 216, 9.192488670349121], [261, 194, 9.848958015441895], [261, 194, 9.848958015441895], [261, 194, 9.848958015441895], [267, 173, 9.871813774108887], [267, 173, 9.871813774108887], [267, 173, 9.871813774108887], [267, 173, 9.871813774108887]]",50
13,"[[236, 229, 9.013978004455566], [236, 229, 9.013978004455566], [239, 205, 10.12432861328125], [239, 205, 10.12432861328125], [239, 205, 10.12432861328125], [239, 205, 10.12432861328125], [239, 205, 10.12432861328125], [239, 205, 10.12432861328125], [247, 156, 9.962529182434082], [247, 156, 9.962529182434082]]",0
14,"[[233, 233, 8.381627082824707], [233, 233, 8.381627082824707], [233, 233, 8.381627082824707], [235, 211, 8.544103622436523], [235, 211, 8.544103622436523], [236, 189, 8.381627082824707], [236, 189, 8.381627082824707], [236, 189, 8.381627082824707], [238, 170, 8.276573181152344], [238, 170, 8.276573181152344]]",64
15,"[[16, 419, 13.928488731384277], [16, 419, 13.928488731384277], [10, 421, 10.735555648803711], [10, 421, 10.735555648803711], [10, 421, 10.735555648803711], [10, 417, 7.905794143676758], [238, 211, 9.34087085723877], [238, 211, 9.34087085723877], [238, 211, 9.34087085723877], [238, 211, 9.34087085723877]]",47
16,"[[254, 210, 9.34087085723877], [254, 210, 9.34087085723877], [256, 187, 9.65670394897461], [256, 187, 9.65670394897461], [256, 187, 9.65670394897461], [258, 166, 9.486932754516602], [258, 166, 9.486932754516602], [260, 146, 9.486932754516602], [260, 146, 9.486932754516602], [260, 146, 9.486932754516602]]",55
17,"[[241, 220, 8.24631118774414], [241, 220, 8.24631118774414], [241, 220, 8.24631118774414], [241, 220, 8.24631118774414], [241, 220, 8.24631118774414], [241, 220, 8.24631118774414], [248, 178, 8.381627082824707], [248, 178, 8.381627082824707], [251, 158, 9.013978004455566], [251, 158, 9.013978004455566]]",60
18,"[[239, 220, 8.381627082824707], [239, 220, 8.381627082824707], [239, 220, 8.381627082824707], [240, 198, 9.486932754516602], [240, 198, 9.486932754516602], [240, 198, 9.486932754516602], [240, 198, 9.486932754516602], [240, 198, 9.486932754516602], [240, 198, 9.486932754516602], [240, 198, 9.486932754516602]]",20
19,"[[236, 225, 8.077847480773926], [236, 225, 8.077847480773926], [239, 201, 8.732224464416504], [239, 201, 8.732224464416504], [239, 201, 8.732224464416504], [239, 201, 8.732224464416504], [239, 201, 8.732224464416504], [247, 156, 9.192488670349121], [247, 156, 9.192488670349121], [247, 156, 9.192488670349121]]",50
20,"[[361, 166, 16.688419342041016], [361, 166, 16.688419342041016], [238, 206, 9.34087085723877], [238, 206, 9.34087085723877], [238, 206, 9.34087085723877], [239, 184, 9.013978004455566], [239, 184, 9.013978004455566], [239, 184, 9.013978004455566], [239, 164, 9.192488670349121], [239, 164, 9.192488670349121]]",30
21,"[[572, 428, 9.434431076049805], [572, 428, 9.434431076049805], [567, 419, 8.732224464416504], [567, 419, 8.732224464416504], [241, 242, 8.077847480773926], [241, 242, 8.077847480773926], [241, 242, 8.077847480773926], [243, 220, 9.34087085723877], [243, 220, 9.34087085723877], [243, 220, 9.34087085723877]]",60
22,"[[253, 218, 9.192488670349121], [253, 218, 9.192488670349121], [258, 196, 9.394247055053711], [258, 196, 9.394247055053711], [258, 196, 9.394247055053711], [258, 196, 9.394247055053711], [258, 196, 9.394247055053711], [269, 154, 9.394247055053711], [269, 154, 9.394247055053711], [269, 154, 9.394247055053711]]",55
23,"[[278, 251, 8.077847480773926], [278, 251, 8.077847480773926], [280, 228, 9.013978004455566], [280, 228, 9.013978004455566], [280, 228, 9.013978004455566], [289, 160, 8.944372177124023], [289, 160, 8.944372177124023], [292, 140, 9.013978004455566], [292, 140, 9.013978004455566], [292, 140, 9.013978004455566]]",53
24,"[[293, 178, 9.192488670349121], [293, 178, 9.192488670349121], [293, 178, 9.192488670349121], [299, 161, 9.436748504638672], [299, 161, 9.436748504638672], [299, 161, 9.436748504638672], [299, 161, 9.436748504638672], [299, 161, 9.436748504638672], [316, 133, 10.000100135803223], [316, 133, 10.000100135803223]]",90
25,"[[276, 239, 8.860122680664062], [276, 239, 8.860122680664062], [276, 239, 8.860122680664062], [276, 239, 8.860122680664062], [276, 239, 8.860122680664062], [279, 177, 8.397981643676758], [279, 177, 8.397981643676758], [280, 159, 8.860122680664062], [280, 159, 8.860122680664062], [280, 159, 8.860122680664062]]",65
26,"[[279, 240, 8.860122680664062], [279, 240, 8.860122680664062], [279, 240, 8.860122680664062], [282, 163, 8.276573181152344], [282, 163, 8.276573181152344], [282, 163, 8.276573181152344], [282, 163, 8.276573181152344], [283, 149, 7.826338291168213], [283, 149, 7.826338291168213], [283, 149, 7.826338291168213]]",100
27,"[[283, 174, 9.486932754516602], [283, 174, 9.486932754516602], [283, 174, 9.486932754516602], [284, 154, 9.486932754516602], [284, 154, 9.486932754516602], [284, 154, 9.486932754516602], [284, 154, 9.486932754516602], [284, 154, 9.486932754516602], [289, 120, 9.962529182434082], [289, 120, 9.962529182434082]]",50
28,"[[217, 445, 8.820876121520996], [217, 445, 8.820876121520996], [217, 446, 8.381627082824707], [217, 446, 8.381627082824707], [217, 446, 8.381627082824707], [279, 251, 8.544103622436523], [279, 251, 8.544103622436523], [279, 251, 8.544103622436523], [283, 231, 9.65670394897461], [283, 231, 9.65670394897461]]",80
29,"[[277, 256, 8.077847480773926], [277, 256, 8.077847480773926], [279, 235, 9.013978004455566], [279, 235, 9.013978004455566], [279, 235, 9.013978004455566], [279, 235, 9.013978004455566], [289, 177, 8.732224464416504], [289, 177, 8.732224464416504], [294, 161, 8.758027076721191], [294, 161, 8.758027076721191]]",80
30,"[[274, 227, 9.34087085723877], [274, 227, 9.34087085723877], [274, 227, 9.34087085723877], [278, 179, 9.962529182434082], [278, 179, 9.962529182434082], [280, 156, 9.486932754516602], [280, 156, 9.486932754516602], [280, 156, 9.486932754516602], [280, 156, 9.486932754516602], [280, 156, 9.486932754516602]]",45
31,"[[280, 250, 8.860122680664062], [280, 250, 8.860122680664062], [280, 250, 8.860122680664062], [281, 230, 8.875432968139648], [281, 230, 8.875432968139648], [281, 230, 8.875432968139648], [281, 230, 8.875432968139648], [282, 189, 8.544103622436523], [282, 189, 8.544103622436523], [282, 189, 8.544103622436523]]",85
32,"[[277, 246, 9.013978004455566], [277, 246, 9.013978004455566], [277, 246, 9.013978004455566], [279, 224, 8.077847480773926], [279, 224, 8.077847480773926], [279, 224, 8.077847480773926], [279, 224, 8.077847480773926], [279, 224, 8.077847480773926], [279, 224, 8.077847480773926], [279, 224, 8.077847480773926]]",12
33,"[[277, 235, 9.486932754516602], [277, 235, 9.486932754516602], [282, 186, 9.486932754516602], [282, 186, 9.486932754516602], [282, 186, 9.486932754516602], [284, 164, 9.962529182434082], [284, 164, 9.962529182434082], [284, 164, 9.962529182434082], [284, 164, 9.962529182434082], [284, 164, 9.962529182434082]]",25
34,"[[280, 239, 9.823541641235352], [280, 239, 9.823541641235352], [280, 239, 9.823541641235352], [291, 166, 10.594910621643066], [291, 166, 10.594910621643066], [296, 143, 10.30786418914795], [296, 143, 10.30786418914795], [296, 143, 10.30786418914795], [296, 143, 10.30786418914795], [301, 122, 9.848958015441895]]",10
35,"[[280, 258, 8.381627082824707], [280, 258, 8.381627082824707], [280, 258, 8.381627082824707], [281, 238, 9.34087085723877], [281, 238, 9.34087085723877], [281, 238, 9.34087085723877], [281, 238, 9.34087085723877], [281, 238, 9.34087085723877], [286, 181, 9.192488670349121], [286, 181, 9.192488670349121]]",95
